,hot_cold_class,pos_neg_class,date,Degrees Celsius,Wind Gust (MPH),Precipitation,Wind Speed,Humidity,Weather,Visibility
37974,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
37975,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
37976,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
37977,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
37978,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
37979,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
37980,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
37981,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
37982,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
37983,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
37984,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
37985,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
37986,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
37987,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
37988,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
37989,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
37990,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
37991,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
37992,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
37993,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
37994,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
37995,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
37996,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
37997,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
37998,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
37999,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
